Mean(R),Std(R),Quantile.0.025(R),Quantile.0.05(R),Quantile.0.25(R),Median(R),Quantile.0.75(R),Quantile.0.95(R),Quantile.0.975(R),Date,State
1.6453148319099185,0.17866188048424103,1.3381429199925623,1.374624221019604,1.9554834152110971,1.6314551369424892,1.9554834152110971,1.9554834152110971,2.015552889529802,2020-04-26,RO
1.4355704006636099,0.14532392709603642,1.1793437796618222,1.2146364596344716,1.6902010426189493,1.4265117756316286,1.6902010426189493,1.6902010426189493,1.738506450646227,2020-04-27,RO
1.1918447495636857,0.11152476489500446,0.9962167570140575,1.0206503414191317,1.3866533011379703,1.184593445877605,1.3866533011379703,1.3866533011379703,1.4252078174365568,2020-04-28,RO
1.0950108671772198,0.09115879882277918,0.9282383661179346,0.9510199878206285,1.2516360471894619,1.0891082979518625,1.2516360471894619,1.2516360471894619,1.2807412035192778,2020-04-29,RO
1.2639918968356454,0.09112539786384773,1.0940264309029453,1.1199029158954459,1.4187840271309289,1.2606850173083344,1.4187840271309289,1.4187840271309289,1.4500778488762853,2020-04-30,RO
1.4255927487364426,0.09292970000327357,1.2530320353970068,1.2787708899626615,1.5818249577234382,1.422736612268205,1.5818249577234382,1.5818249577234382,1.615868568095358,2020-05-01,RO
1.4776818148862363,0.09826725835551066,1.2891279960721007,1.3181359239045207,1.641921348855382,1.4754736244864672,1.641921348855382,1.641921348855382,1.6744184245070382,2020-05-02,RO
1.4351423664626446,0.10434682859541013,1.240697560344262,1.268306828621011,1.6126129663293562,1.4328925753050967,1.6126129663293562,1.6126129663293562,1.6450358342568918,2020-05-03,RO
1.4063000007772475,0.10410422491634361,1.2147566848163875,1.241978029402115,1.5826691552074883,1.4020517219316657,1.5826691552074883,1.5826691552074883,1.6150043341580353,2020-05-04,RO
1.6036094589384444,0.1114143958678619,1.4035223327683028,1.4300170858158847,1.7965033832791009,1.5979543097837272,1.7965033832791009,1.7965033832791009,1.829530868381897,2020-05-05,RO
1.664491947460145,0.12342486926011495,1.4393302620487316,1.470067874396262,1.8748366121272244,1.660088565478623,1.8748366121272244,1.8748366121272244,1.9102486799943408,2020-05-06,RO
1.744817439071425,0.14288703377396159,1.4859120914107997,1.5160993825417854,1.9859277403988587,1.7395699908215922,1.9859277403988587,1.9859277403988587,2.0323984218202504,2020-05-07,RO
1.6525216204256314,0.14710968171882474,1.3916691984450746,1.4210111217608279,1.9043267421084629,1.6440134148562484,1.9043267421084629,1.9043267421084629,1.9431641437787075,2020-05-08,RO
1.4003370005623588,0.12494796162807216,1.188871928560048,1.2118270408824463,1.6154647704196203,1.3911745141114227,1.6154647704196203,1.6154647704196203,1.6526142412492706,2020-05-09,RO
